CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;CONDICION_LABORAL;TIPO_HOGAR
TQSMNOQRVHLNLPCDEIKAH00807958;2024;3;1;1;43;S;34;443;2;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;Desocupado;Nuclear
TQRMNOPVSHJLKRCDEFJAH00862438;2024;3;1;1;43;N;3;287;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1242000;7;8;7;;8;7;1242000;10;10;10;;10;10;342;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPSXHJKKSCDEFJAH00862439;2024;3;1;1;43;N;3;513;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;1;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Inactivo;Nuclear
TQRMNOPRTHKKKRCDEFJAH00868158;2024;3;1;1;43;N;3;443;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;1;0;1;300000;1;2;1;;2;1;300000;4;5;4;;5;3;570;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOSTYHMNLLCDEHGHJ00810770;2024;3;1;1;44;N;20;109;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;300000;1;1;1;;2;1;150000;2;2;1;;2;1;154;2;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOTQSHMNLLCDEHGHJ00810764;2024;3;1;1;44;N;20;122;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;5;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300000;1;1;1;;2;1;300000;4;5;4;;5;3;134;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPUPHKMLNCDEHGHJ00868159;2024;3;1;1;44;N;20;109;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;8;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;2620000;10;10;9;;10;9;655000;8;9;7;;9;8;69;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQXTHKMMMCDEIKAH00868160;2024;3;1;1;43;S;34;429;1;;2;1;;4;1;1;2;;1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;830000;5;5;5;5;;5;415000;6;7;6;6;;6;906;2;0;1;0;0;0;Ocupado autónomo;Nuclear
TQRMNOTQSHJOMLCDEIKAH00862681;2024;3;1;1;43;S;34;560;1;;3;1;;1;1;1;1;;1;1;1;1;2;1;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;1200000;7;7;7;7;;7;400000;6;6;6;6;;6;955;1;0;2;0;0;0;Desocupado;Nuclear
TQRMNOQQRHJMKMCDEFKID00862682;2024;3;1;1;43;S;4;782;1;;3;1;;3;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;1600000;8;9;9;8;;8;400000;6;7;6;6;;5;880;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNORYVHJMKMCDEFKID00862872;2024;3;1;1;43;S;4;602;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;3000000;10;10;10;10;;10;750000;9;9;9;8;;8;784;1;2;3;4;0;0;Inactivo;Nuclear
TQRMNORRQHMMKNCDEFKID00808991;2024;3;1;1;43;S;4;733;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1606000;8;9;9;8;;8;401500;6;7;6;6;;5;1109;1;0;2;0;0;0;Inactivo;Nuclear
TQRMNOQYQHLNKNCDEIGED00806670;2024;3;1;1;43;N;30;110;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;0;1;200000;1;1;1;;1;1;200000;3;3;2;;3;3;139;1;0;98;0;0;0;Desocupado;Unipersonal
TQRMNOQRYHLMKPCDEIGED00811753;2024;3;1;1;43;N;30;98;1;;4;1;;1;2;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQRUHJNKQCDEIGED00862641;2024;3;1;1;43;N;30;112;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQPWHKNKPCDEIGED00868266;2024;3;1;1;43;N;30;92;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;1;0;1;1050000;6;7;6;;7;6;1050000;10;10;10;;10;9;104;1;0;97;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPTVHJOLNCDEFIAH00862889;2024;3;1;1;43;S;2;513;2;;1;1;;3;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2900000;10;10;10;10;;10;2900000;10;10;10;10;;10;640;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNORPPHLMLOCDEFIAH00803388;2024;3;1;1;43;S;2;425;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2650000;10;10;10;10;;10;1325000;10;10;10;10;;10;697;1;2;98;0;0;0;Desocupado;Nuclear
TQRMNORQUHMMLNCDEFIAH00868267;2024;3;1;1;43;S;2;443;1;;3;1;;3;1;1;1;;1;1;1;1;2;1;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;3;0;0;0;Inactivo;Nuclear
TQRMNOSVUHKMLLCDEFIAH00868268;2024;3;1;1;43;S;2;628;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;675000;4;4;4;4;;4;675000;8;9;8;8;;8;715;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPXWHJOLQCDEFIAH00862891;2024;3;1;1;43;S;2;1428;1;;3;2;;5;2;1;1;;1;1;2;2;2;2;2;3;2;1;1;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;1;98;0;0;0;Desocupado;Nuclear
TQRMNOSTQHKKSMCDEIJAH00868269;2024;3;1;1;1;S;33;2423;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200000;7;;6;7;;7;1200000;10;;10;10;;10;2863;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNORYQHMLLSCDEGJBF00810058;2024;3;1;1;43;S;13;676;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;0;2;1000000;6;6;6;6;;6;500000;7;8;7;7;;7;683;1;2;98;0;0;0;Desocupado;Nuclear
TQRMNOSXRHLMMLCDEGJBF00804901;2024;3;1;1;43;S;13;764;1;;4;1;;2;1;1;1;;1;1;1;3;1;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;6;1;5;1980141;9;9;9;9;;9;330023,5;5;5;5;5;;5;858;2;0;98;0;0;0;Inactivo;Extendido
TQRMNOSUQHKMLRCDEGJBF00868270;2024;3;1;1;43;S;13;1037;2;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;2100000;9;10;10;9;;10;700000;8;9;8;8;;8;1230;2;0;1;3;0;0;Desocupado;Nuclear
TQRMNORPRHJNMLCDEGJBF00863236;2024;3;1;1;43;S;13;538;1;;3;1;;5;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;0;3;320000;1;2;2;1;;2;106666,67;1;1;1;1;;1;612;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNORSPHJOLOCDEGOIH00863554;2024;3;1;1;40;N;18;265;1;;3;2;;1;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;744000;4;5;5;;5;5;186000;2;3;3;;3;4;271;2;0;98;0;0;0;Inactivo;Nuclear
TQRMNOPRRHJOLLCDEGPDJ00862578;2024;3;1;1;40;N;19;279;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;850000;5;6;6;;6;6;212500;3;3;4;;4;4;279;2;0;1;0;0;0;Desocupado;Nuclear
TQRMNORSUHKMKSCDEGPDJ00868271;2024;3;1;1;40;N;19;204;1;;5;1;;2;1;1;1;;1;2;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;1100000;6;7;7;;7;7;220000;3;3;4;;4;4;204;2;0;5;0;0;0;Inactivo;Extendido
TQRMNOPVWHJMLMCDEGPDJ00863557;2024;3;1;1;40;N;19;201;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;1;2;701000;4;5;5;;5;5;233666,67;3;4;5;;4;4;201;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNORUPHLKKTCDEGPDJ00805529;2024;3;3;1;40;N;19;259;1;;6;1;;3;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;900000;5;6;6;;6;6;300000;5;5;6;;5;6;259;1;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNORUPHLKKTCDEGPDJ00805529;2024;3;1;1;40;N;19;252;1;;6;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;4;;1;;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;0;2;520000;3;3;3;;3;3;260000;4;4;5;;4;5;252;1;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNORTUHJOKSCDEHLEH00862933;2024;3;1;1;40;N;25;469;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;1;2;2;2;2;1;2;1;2;1;2;2;2;2;2;0;2;250000;1;1;1;;1;1;125000;1;2;2;;2;2;538;1;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOUQXHJLKTCDEHLEH00862585;2024;3;1;1;40;N;25;307;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;1000000;6;6;7;;7;8;250000;4;4;5;;4;6;440;2;1;98;0;0;0;Desocupado;Nuclear
TQRMNOQTXHKMKPCDEGPDJ00868361;2024;3;1;1;40;N;19;196;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;688000;4;4;5;;5;5;344000;5;6;7;;6;7;196;1;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOSSQHKMKPCDEGPDJ00868362;2024;3;1;1;40;N;19;205;1;;9;1;;2;2;1;1;;1;1;1;1;2;2;2;9;4;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;5;0;5;6189000;10;10;10;;10;10;1237800;10;10;10;;10;10;205;2;3;1;0;0;0;Fuera de categoría/sin información;Extendido
TQRMNOPYXHLNKPCDEGPDJ00805562;2024;3;1;1;40;N;19;156;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;1208000;7;7;8;;8;8;402666,67;6;7;8;;7;8;156;1;2;3;0;0;0;Inactivo;Nuclear
TQRMNOQWQHMOKQCDEGPDJ00853549;2024;3;1;1;40;N;19;201;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;1;2;2;2;2;1;0;1;450000;2;2;3;;3;3;450000;7;7;8;;7;8;201;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOSTYHLOLOCDEFNFF00804197;2024;3;1;1;41;N;7;303;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;2;1;1;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;3;0;0;0;Desocupado;Nuclear
TQRMNOPPRHLNLPCDEFNFF00868363;2024;3;1;1;41;N;7;287;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;900000;5;6;8;;6;7;900000;9;9;10;;10;10;518;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOQSRHLNLPCDEFNFF00804176;2024;3;1;1;41;N;7;322;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;295000;1;1;2;;2;2;295000;4;5;6;;5;5;536;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOQXYHMMLNCDEFNFF00809373;2024;3;1;1;41;N;7;303;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;0;0;0;Inactivo;Nuclear
TQRMNOQXSHMNLSCDEHJGH00811022;2024;3;1;1;40;S;23;343;1;;4;2;;4;2;1;1;;1;1;2;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;6;520000;3;3;3;3;;3;74285,71;1;1;1;1;;1;333;2;0;3;4;0;0;Inactivo;Extendido
TQRMNORXSHLOLRCDEHJGH00805942;2024;3;1;1;40;S;23;559;1;;2;2;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;6;1;5;720000;4;5;5;4;;5;120000;1;1;2;1;;2;522;1;0;98;0;0;0;Ocupado autónomo;Extendido
TQRMNOPPVHLMLSCDEHJGH00805936;2024;3;1;1;40;S;23;369;1;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;6;4;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;1;2;2;9;3;6;2182000;9;10;10;9;;10;242444,44;3;4;5;3;;5;388;3;4;98;0;0;0;Fuera de categoría/sin información;Extendido
TQRMNOQXPHLMLSCDEHJGH00805943;2024;3;1;1;40;S;23;264;1;;5;1;;2;1;1;1;;1;1;1;1;1;2;2;5;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;865000;5;6;6;5;;6;288333,33;4;5;6;4;;6;277;2;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQXRHLMLSCDEHJGH00805944;2024;3;1;1;40;S;23;265;1;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;6;3;1;1;2;2;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1470000;8;8;9;8;;8;367500;6;6;7;5;;7;259;1;0;4;0;0;0;Inactivo;Nuclear
TQRMNOQSWHJMLQCDEHJGH00862698;2024;3;1;1;40;S;23;473;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;7;1;6;1556000;8;9;9;8;;9;222285,71;3;3;4;3;;4;492;2;0;1;3;4;0;Inactivo;Extendido
TQRMNORURHJMLQCDEHJGH00862699;2024;3;1;1;40;S;23;410;1;;3;1;;3;1;1;1;;1;1;1;1;1;1;1;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;1;2;319000;1;2;2;1;;2;106333,33;1;1;2;1;;2;434;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNORUVHJMLQCDEHJGH00863041;2024;3;1;1;40;S;23;349;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;3;0;3;1010000;6;7;7;6;;6;336666,67;5;5;7;5;;7;368;1;0;3;0;0;0;Desocupado;Nuclear
TQRMNOSQYHMNLTCDEHJGH00811000;2024;3;1;1;40;S;23;326;1;;3;2;;4;2;1;1;;1;2;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;180000;1;1;1;1;;1;90000;1;1;1;1;;1;328;1;0;2;0;0;0;Desocupado;Nuclear
TQRMNOPRYHLKKSCDEGKDB00862568;2024;3;1;1;43;N;14;81;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;1;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPPQHMOLLCDEGKDB00810173;2024;3;1;1;43;N;14;118;1;;4;2;;4;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;6;4;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Fuera de categoría/sin información;Extendido
TQRMNOPQSHMOLLCDEGKDB00810174;2024;3;1;1;43;N;14;123;1;;2;2;;4;2;1;1;;1;1;2;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;1;;2;;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;10;5;5;300000;1;1;1;;2;1;30000;1;1;1;;1;1;46;1;0;98;0;0;0;Desocupado;Extendido
TQRMNOPPVHJOKUCDEGKDB00862569;2024;3;1;1;43;N;14;72;1;;1;3;;4;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;205000;1;1;1;;1;1;205000;3;3;3;;3;4;108;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPSPHLOLNCDEGKDB00805067;2024;3;1;1;43;N;14;84;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;1;2;720000;4;5;4;;5;5;240000;3;4;3;;4;5;135;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNORUQHKNKMCDEIOAH00868072;2024;3;1;1;43;N;38;141;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOQQXHJKMQCDEIIAD00862253;2024;3;1;1;1;S;32;3895;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;5;2;3;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;3;0;0;Desocupado;Extendido
TQRMNOPPWHKLNOCDEIIAD00868073;2024;3;1;1;1;S;32;3925;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;1;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;2900000;10;;10;10;;9;966666,67;9;;9;9;;7;6628;1;0;96;0;0;0;Desocupado;Nuclear
TQRMNORRTHJLMTCDEIIAD00862255;2024;3;1;1;1;S;32;2513;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOTSXHKNNPCDEIIAD00868074;2024;3;1;1;1;S;32;608;1;;4;1;;2;1;1;1;;1;1;1;1;1;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQURHJKNLCDEIIAD00862263;2024;3;1;1;1;S;32;723;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2700000;10;;10;10;;9;2700000;10;;10;10;;10;1009;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOTRQHKMONCDEIJAH00868075;2024;3;1;1;1;S;33;2919;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;Inactivo;Nuclear
TQRMNOPRSHKMOPCDEIJAH00868076;2024;3;1;1;1;S;33;3205;2;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;0;1;490000;2;;2;2;;2;490000;7;;7;7;;8;3521;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
